"Avg. Area Income","Avg. Area House Age","Avg. Area Number of Rooms","Avg. Area Number of Bedrooms","Area Population","Price","Address"
"65986.817939404","4.5317776556437","6.8608603936231","2.15","24056.604465503","821859.06572785","559 David Mall Apt. 334
Port Mark, MA 66518-9630"
"54273.914882163","5.5505436284629","6.7988058056242","4.44","24233.061458268","753652.27184518","59380 Jordan Forge Suite 680
South Angela, OH 93823-2369"
"75547.841619999","3.9924204747991","7.3327696525692","6.12","40043.102161838","1220001.3342399","914 Harry Bypass
Mccannborough, FL 87366"
"70151.086611805","6.7241233868922","7.7065807346544","5.41","15255.237756308","1075675.1076301","USNV Williams
FPO AA 55365-5477"
"74449.121736495","6.2236261358945","7.3926750620323","3.1","24837.590727941","1396082.3520452","408 Davis Lakes
Arianaton, TN 06641"
"66919.640322595","7.8264359517891","7.3205628338263","6.03","18867.781618714","1137801.9327118","91853 Ford Drive
Princechester, PW 94622-8419"
"68473.863115812","5.7465095895667","6.2322958647063","2.19","43146.982020045","1159953.5929205","196 Brian Village Suite 689
Christensenland, NV 93801-8912"
"76113.217333612","6.3779369313025","7.7362944929124","5.07","26481.511765703","1487849.8761712","8231 Douglas Pines
Michaelbury, IN 40415"
"61212.195479768","6.4085006514539","5.5380580830636","3.5","32045.559867731","1103072.4386616","08136 Sparks Common Suite 382
West Rachaelville, MH 17135-7024"
"59768.805921167","5.8057327880167","7.4259034253329","3.48","26202.631464267","897291.11532313","637 Jesse Mountain
South Amanda, ME 03675-4416"
"78847.536368135","5.5732318080682","7.0273553690613","3.26","20653.898307522","1214320.5743641","530 Anderson Mill Apt. 727
South Brendaborough, OR 37626"
"75735.342899317","5.7617559846038","8.0656599213746","5.28","37268.269965052","1364363.3753659","7874 Reynolds Road
Rileystad, WY 26189"
"77847.348967547","5.2396534099027","7.2825213015899","3.21","30231.808294848","1249092.9279204","USNS Beard
FPO AP 37680-7514"
"56231.161795889","5.4598453424541","5.0149165172814","2.47","52657.03375395","946479.23486147","427 Melendez Court Suite 745
South Misty, PW 59633-0548"
"89163.498588329","4.6928554364345","6.0107428154212","2.27","44016.147441095","1659805.1840414","24016 Smith Crossroad
West Sherryburgh, NV 03282"
"62377.064471362","6.2899931941406","7.2184003302262","4.46","39075.956378239","1285399.5645623","7508 Alyssa Mission
Mccartytown, AL 15250-4289"
"68864.282295216","6.002053939783","4.9673883998152","4.17","29802.321382983","898281.90248263","9596 Martinez Parks Apt. 781
North Larryborough, AR 08957"
"82440.895755839","6.2915013878842","7.0374771173506","5.04","27545.529543415","1483848.169376","55087 Debbie Place Suite 789
Sarahburgh, WY 35157-7341"
"60948.880884104","7.1618656461993","6.2249713300847","2.36","39754.388142647","1353488.416463","366 Nancy Lock Suite 459
Grantland, FM 70532"
"69729.605862662","6.1682558274055","7.2414920401241","5.11","31719.742644434","1268703.8107934","029 Smith Plains
Lindseyville, NV 06256-8392"
"75491.799994797","6.2992686665725","7.3302927600977","6.14","26013.680482005","1448573.844678","USS Walker
FPO AP 95931-9404"
"80648.065713401","6.3553337201387","5.8818518846494","3.49","35091.955529782","1343605.800182","998 Munoz Terrace Suite 265
Jacobstad, ND 61608"
"84036.598649968","7.7338348898406","5.7404797243629","4.21","32766.601972264","1511537.7452909","PSC 5629, Box 1683
APO AA 30380-2875"
"76590.376712472","5.9403252760721","7.6915357245969","3.31","40643.078327944","1662038.7593435","55849 Jenkins Walks Apt. 940
Benderview, KS 44342"
"63534.455959444","6.4696941299035","8.0176923680816","3.23","38128.983695679","1166673.1950645","85930 Gardner Underpass Apt. 339
North Mandytown, VT 93457"
"67269.995543443","6.3258218346656","7.4728498533066","6.39","41780.473692311","1375633.3727061","31512 Karina Street
Lake Aaron, UT 10919"
"50887.440074152","4.4589973925691","7.0636834386221","4.16","47731.010756007","839638.46096435","93436 Robin Greens
Combsside, KY 24257-6372"
"80597.111800917","6.4407963830993","7.6612802628845","3.1","34487.574762074","1638265.3945237","2608 Penny Stream Suite 360
New Brettport, WI 37004-4215"
"66041.123579539","6.4939165214255","8.2193942583204","5.15","40163.970834103","1385400.4556731","1993 Gibson Freeway
Lake Michael, WI 24423"
"81316.380292697","4.1326944402962","7.2044586149013","3.36","35589.594723502","1153233.2406401","54406 Matthew Ramp
Travisshire, MI 61690-5478"
"67877.02913421","5.3222874079816","7.9588941338955","5.28","43300.954641304","1370178.4741369","8077 David Isle Suite 263
Rodneyborough, NJ 18874-5386"
"69306.958420025","5.5626229465363","6.938908152529","2.02","36851.384013855","1181877.1832375","9573 Tina Rest Apt. 034
Simstown, AR 51547"
"61200.72617536","5.2996940002328","6.2346146404078","4.23","42789.692216571","894251.06863578","45153 Salas Hollow Apt. 148
West Erica, SD 93725"
"70619.166966463","5.8902693529697","7.9355107556206","5.15","37865.648547587","1421135.8149541","15057 Larsen Locks
Mcmahonview, SC 51585-5774"
"69910.851883907","5.899946658742","5.6305253317546","4.04","38440.737291112","1028964.4739348","08194 Shelby Overpass
Gravesfurt, VT 41650-3581"
"64889.219338114","3.7270839328419","7.6554529112724","3.2","25904.9799118","923508.12565049","9324 Miller Throughway Apt. 765
Millsside, PA 86470-2619"
"69900.133959205","6.327089455579","8.3665059836912","6.34","32679.187663399","1599634.4650368","00985 Michael Fields Suite 034
Wandahaven, CO 62328"
"79045.039804074","5.5396858899616","8.2032952699858","5.26","24721.959042862","1369186.0702979","96627 Trujillo Via Apt. 159
Connorville, DC 88114-9490"
"76460.220672602","7.0308448643108","6.6299407417727","4.16","46851.042190085","1748782.80864","0091 Park Junction
Port Leslie, AZ 49290"
"58307.727881243","6.3810295375161","8.3086031084879","4.07","25509.069777364","1150877.7354432","478 Charles Trail
West Christopher, NH 85839"
"56679.01601697","5.0966434864661","8.9714118522724","5.49","40785.027302643","1110598.7546989","361 Stephen Burgs
North Michaelview, AL 42767"
"58823.050193095","5.711384514506","7.1681899414747","4.21","38682.569327805","1159207.0846166","278 Mccormick Brooks
New Margaretland, NC 90315-1115"
"80836.344857314","5.767367199809","7.421920926816","3.02","49864.46977135","1811377.2213797","81773 Hunter Ridges Suite 347
New Annstad, AK 53180-3670"
"67710.112979398","5.8543781338512","8.4825225204303","4.18","25222.462415183","1267443.3976118","566 Eric Ford
Jasonmouth, CO 83797-1879"
"70027.647128809","7.3360160306749","5.3608858342008","3.22","40512.816847259","1352547.6933606","69659 Owens Path Apt. 651
North Michael, FM 93545"
"36100.444226681","5.7784894994209","5.497449839449","2.29","44901.857337631","599504.0192867","842 Duane Brook Apt. 380
Monicaview, AR 01639-3032"
"67217.486143992","4.6174974529595","6.2649750826956","4.19","23999.755217219","717213.26879895","0302 Laurie Curve
Johnnyfurt, SC 53321-7866"
"63657.275630099","6.4150666563006","5.8107286871861","3.43","36391.925389969","1008712.5750732","0022 Young Rest
Lake Kevin, CA 25438-1821"
"71468.27169611","5.4832427516387","5.4903118202449","3.25","36377.837351706","1071596.1123723","7235 Tammy Islands
Dawnfort, NM 54549"
"62989.511401197","6.5506829325428","6.6003583499489","4.46","36913.350666796","1397341.8559937","668 Holloway Garden Apt. 481
Richardberg, UT 70614-3350"
"69327.260100438","6.1627674872684","7.1099240448343","6.45","31054.775323659","1313304.5877363","778 Gomez Centers
South Meagan, DE 82655-5020"
"94902.237220388","6.3708670950717","8.4237881581078","3.01","41662.083633693","2106510.8628189","2055 Rodriguez Light Suite 472
South Davidview, TX 70637"
"79579.204706219","4.8265647049871","7.1115264036117","3.44","31756.405635115","1306458.9058959","Unit 4693 Box 5974
DPO AP 07885-8587"
"73756.118624017","5.2506306157614","6.4049057023736","3.29","59485.066322511","1354928.9500961","PSC 3969, Box 0709
APO AE 18919-6165"
"65873.939406223","7.3094622874757","8.5626032300072","4.49","39785.627837585","1582765.5924768","25551 Barrera Roads
New Teresa, MI 82737-9223"
"52934.435793012","6.0274457973014","6.4641120964257","3.44","46520.69218525","847155.04134729","12129 Felicia Ville Apt. 850
West Jessica, MS 20172"
"82830.593526765","5.9336258685011","7.1249166226861","4.13","32026.912253445","1342245.9687062","363 Frank Stream Apt. 529
East Lucasmouth, KS 62133-6540"
"73930.839945555","5.2815606670164","7.6813420233515","4.16","42702.403278795","1363086.9045326","6182 Hannah Locks Apt. 664
Emilyside, PA 31748"
"58557.131281512","5.3021734196552","7.0351710355556","6.4","54167.341624874","1275318.5622062","8947 Allen Stravenue Suite 234
East Alexandraburgh, NM 55053-2423"
"51718.354612046","7.5090438421271","7.1093116096393","3.11","49639.173236955","1285923.7342119","855 Carol Burgs
Frazierchester, MS 46812-0037"
"69807.723355549","7.4242531387213","7.2576041901924","3.38","51453.265163467","1789607.5261399","595 Daniel Manors
Jamesstad, CO 07651"
"79627.628592515","4.692580036375","6.2874243477135","2.15","31638.85497453","1196064.3299442","73634 Mcintyre Pass
Tammyside, AL 76708-8615"
"97112.361251824","5.9147246589775","6.133645727414","3.1","51470.067638064","1917583.9986181","35841 Christine Shore
Wallmouth, NC 98956-5357"
"74354.230183132","6.8502081397423","6.1473136243395","4.39","30091.116844139","1370274.387312","59942 David Brook Suite 114
East John, DC 09236-7627"
"72481.026191809","5.9804193476638","8.4591447063025","3.07","45160.101607348","1677204.2462144","817 Barbara Ville Apt. 469
Port Mary, CT 03068"
"73093.48649412","5.695144683741","5.7803507887334","2.37","41796.125632382","1439714.280561","514 Martin Ford
Smithmouth, OR 69870"
"51992.743291223","7.1863402871119","7.1382339139464","3.32","21759.506125993","1012262.7116594","073 Martinez Neck Suite 992
North Sara, MA 27515"
"66484.048194783","4.8258044252991","9.0695301219018","3.37","51712.144087354","1511743.129191","5035 Daniel Port Suite 074
Port Jordanbury, SC 46334-0480"
"81182.153905308","5.251586751133","7.1886790246621","4.42","34141.188240556","1131154.5183654","9758 James Stream
Port Bryanview, ID 99846-0784"
"79103.943278378","3.7867092980486","7.4209496106292","4.47","25767.818600414","764860.462689","247 Betty Mall Suite 117
North Samantha, DE 69390"
"75070.262570838","6.6804513168864","6.2612760830319","2.29","44682.757331976","1681316.3622538","138 Coleman Parks
West Travis, PW 22854"
"44688.563816443","5.4801424889156","6.4853659771193","3.17","25120.992029429","291724.24561034","5460 Shawna Throughway
Lake Jermaine, MS 94725"
"73726.179862319","3.9943233021937","7.1057467682644","3.13","28666.771122147","1013252.2090461","9222 Gross Cove
Lake Davidshire, CT 71099"
"64038.993884995","4.0257675760096","7.5268342274089","4.28","54130.975953046","1194709.6278582","32536 Brown Square Apt. 331
Thomastown, AK 08587-4493"
"69896.519194144","5.9800476794584","7.9920092552293","4.25","38180.822325929","1463003.0558813","99806 Darren Mount Suite 505
Dawnborough, NH 07786-7190"
"73723.455345445","6.5290827000667","9.152072898942","6.5","24723.278649299","1453327.9163335","Unit 5439 Box 2269
DPO AE 18066-3647"
"79996.611031424","6.1138486204132","6.7446176877644","3.2","28067.631612294","1291506.3857645","988 Moore Underpass Suite 690
New Elizabethburgh, AZ 76937-4021"
"61538.907786974","7.2339736697024","7.3807984262021","6.29","51154.132583859","1625508.0131062","4078 Christine Passage Apt. 095
South Ethanland, WA 16373"
"47065.05330275","5.7675747096568","7.2660275966432","5.49","24125.875809671","566896.21232714","006 Miller Orchard Suite 211
Port Louis, WY 09440"
"82381.548753101","4.695568136125","8.0457282412467","4.14","36655.128939368","1468513.2443765","06207 Dean Parkways Suite 455
Lake Haileyfort, MI 73004"
"80857.442448832","4.8019585180074","8.8370023718565","3.12","44385.312407843","1573105.981145","7652 Nicole Extension Suite 206
Lake Angela, KY 89831-0175"
"60893.7640839","4.128879950737","7.5229486877987","5.18","49076.757352478","968360.5234031","2220 Sullivan Shoal Apt. 664
New Gabriel, UT 12666-0446"
"66356.059961128","7.4809413295319","6.7258641786001","3.19","38022.838198908","1309985.8867941","8220 Cindy Land
Brownland, MA 40384"
"78438.369463586","7.4752170317338","4.9946897862828","4.26","35220.383163902","1361219.3003766","653 Amy Ports Suite 817
Lake Calebstad, TX 33969-7942"
"61215.576610726","7.4883686064663","8.7917753660445","6.14","36495.170949409","1465120.4700063","4542 Sanchez Stream
New Steven, IN 42368-9011"
"64907.980254873","6.7660156190208","7.8064632198448","5.4","46677.27440319","1571464.965222","4037 Wolfe Mount
Alexanderburgh, TN 66040-2962"
"80008.667830655","4.8470023206498","8.6729788756554","5.41","45889.890487443","1629098.1817195","40592 Joanne Meadow
Lake Ericshire, MS 82383-5094"
"71356.302732015","5.1565886929037","7.1751891174931","5.18","36998.479789112","1182335.6796501","20215 Chase Groves
New Frank, IA 76417-4251"
"72432.700338669","5.8771269152551","5.7616698480723","3.2","35039.469389806","1010813.7090556","553 Debra Corner Apt. 716
North Douglasland, OR 61608-7223"
"67284.474847891","5.4357257337682","6.4490259471703","3.3","24942.885851375","924728.53736603","62937 Katherine Roads Suite 190
New Richardmouth, ID 32823"
"62653.092461853","6.543983828242","7.8843259090899","3.28","41467.867658224","1382110.2781823","882 Carrie Drives Suite 866
Heidihaven, VT 22098"
"63968.608582176","6.4285338397121","8.5997815161225","3.32","27404.5002718","1366727.6626961","9111 Amy Landing
Port Andrewbury, PA 60420"
"74233.945843536","6.4953443958731","6.6183989328518","4.02","32875.769048408","1297849.7636573","495 Weaver Skyway
Jenniferport, OR 77808-5741"
"59729.252603398","7.560599415951","7.2701382679199","6.47","31202.187418091","1196687.6867665","43128 Kevin Lane Suite 880
Lake Brookeborough, MI 16269-0938"
"81132.004292336","5.6465101619575","6.8967934612185","4.12","32311.853235587","1281113.3152469","57811 Crystal Road Apt. 465
New Courtney, MS 95601"
"68500.816240627","5.8429707404714","7.0317994229007","5.36","51746.727640679","1530729.5784536","03124 Jessica Prairie
Lake Edward, DC 65069-7385"
"55050.308092409","7.2094436304905","7.1530391639454","6.2","29423.82756965","1208664.8633815","06369 Amanda Way
Lake Thomaschester, MP 71633-2350"
"76840.458011012","5.5332144956485","7.4471274433792","5.2","29860.0783132","1417275.6672322","71104 Cross Path
Sandramouth, NY 69229"
"63428.916453738","5.3281927378126","7.3111347317982","6.13","42996.606079586","1195601.9623485","605 Collins Islands
North Elizabeth, TN 76959"
"90592.469609284","7.700132109849","9.7088030149053","5.19","37223.876167267","2469065.5941747","USNS Vargas
FPO AE 56319-6904"
"56685.014442301","6.9580448643112","7.502115314158","3.38","43322.166854394","1223100.5424956","8584 Darrell Groves
Bennettberg, SD 72404-6826"
"69230.749740496","6.4721188183774","5.0425753536147","2.27","43072.19660636","1220276.5513435","7200 Tammy Place Apt. 727
Morenoland, DE 51392"
"68916.653755049","7.0021285680343","6.2852467372667","3.09","42744.828540252","1311765.1414693","93435 Grace Oval
Pamelaland, NE 21006-4512"
"60509.0445882","7.1260748287814","8.5279524648807","6.29","28410.30374996","1198313.5980998","PSC 4610, Box 2354
APO AP 02895-8370"
"85719.315623146","4.5376684215023","6.0292039774972","3.19","32058.356240701","1187609.1222876","812 Munoz Fords Apt. 233
New Kelly, IA 54531"
"62134.02206112","7.4454363940344","6.8088789292576","2.2","32157.131687073","1399662.5844673","7892 Ross Garden
South Keith, NC 32349"
"73435.175193603","6.3726106891101","8.8694665612232","4.23","36239.556171411","1597776.7705062","606 Mejia Land Apt. 238
Brittanyside, NY 78170-7389"
"55612.762941079","7.6914648220149","7.1861778310334","4.22","42258.537380659","1355022.2825667","31143 Wendy Overpass Suite 905
Robinsonmouth, NY 94261-0324"
"70879.908301065","6.739317782298","7.6267991416714","5.47","22431.606261765","1137059.1884843","2430 Samuel Stravenue
Port Williamtown, NM 37798-8316"
"67461.446227092","4.8911026913675","8.0025425214332","3.04","34573.112177431","1053815.0969096","09328 Jacqueline Roads
Andersonport, VT 62322"
"84439.855749441","4.3139778408515","7.6987646033732","4.48","19835.247316915","1242421.5320511","125 Jesse Spring
New Benjaminberg, NY 16741"
"67802.309090377","6.0061713373945","7.7943642460986","3.11","36129.691014552","1222041.0158329","359 Davidson Ports Apt. 177
Andreaport, MD 43672"
"62685.270751724","6.057649472411","6.766129638574","2.17","42018.93856845","1025461.1344276","7708 Hays Spurs Suite 994
Port Jasonport, TX 65571-9046"
"71392.473885265","3.9975331506529","7.8395524954146","4.26","36009.700337263","859427.97930682","67217 Andrew Bypass
East Jonathan, KS 49221-7797"
"59050.534292581","6.0538731568411","7.2675971434917","5.01","37741.358823704","1279803.9500805","329 Lee Mountains Apt. 592
West James, NJ 36320-9547"
"87895.865209916","8.0573465178502","5.6372791769066","4.13","23876.132208711","1671669.4517342","76805 Soto Avenue
Masonburgh, PW 85098-2368"
"70276.40492366","7.0736819227137","7.1325404497233","3.08","26630.483734269","1525601.7913737","PSC 4275, Box 9478
APO AP 64444-8885"
"72640.264046551","4.4418992932714","7.9061050211009","4.27","31470.61745581","998773.99725848","6484 Kayla Mall
West Isaacburgh, MO 37193-8366"
"62894.127242537","6.775334135211","6.641306833914","4.22","20317.213751107","1012321.5738437","0551 Crystal Trafficway Apt. 141
Richardhaven, MT 91357"
"50846.008063582","5.2722336976148","7.9373583646631","3.12","45357.004313683","1252419.1963992","9627 Maria Forks Suite 794
Davisberg, NE 50806-5808"
"78688.293189377","6.3596888759611","7.3491214972043","6.39","47812.018487917","1869313.1069877","72754 Nguyen Extension Apt. 174
Woodland, PR 57096"
"76397.043144486","7.6166436857758","6.7644428723951","3.23","45281.186571433","1800685.9224889","0155 Julie Club
Andrewberg, KS 37344"
"62162.628126369","6.2238965974699","7.2893585246415","6.43","47747.363899315","1393100.4226062","71010 Parker Mountain Apt. 263
Carterburgh, GU 54230-0036"
"75090.755115724","6.0627555147223","6.3687917275723","4.29","39456.872094794","1166558.3735827","9282 Campbell Glen
East Patricia, MO 95742"
"61801.465374106","5.0646114312821","7.4810911734002","5.49","36326.696940544","988175.00739231","8863 Christine Extensions
Port Suechester, MN 59441"
"77429.833426882","6.9613969055128","7.1993320314369","4.41","30108.24132762","1540480.6133536","76135 Shannon View Apt. 267
New Michaelland, PA 52372"
"74388.601257216","4.2739927450684","5.5752604602245","3.05","33763.083939573","866142.18393487","52319 Derek Ports
Buckleyton, AL 80725"
"62566.562636543","4.9374348065884","6.3463275642066","2.41","29365.607608271","557362.20426709","260 Samantha Mountains
Charlesbury, NH 59219"
"68894.845069153","5.9305016328025","6.9743403670915","4.47","28851.601403861","1033290.9749005","52228 Debbie Lane
New Davidtown, VT 50549"
"68738.365214645","4.1864580380288","5.9878964437258","3.44","47445.359167245","1084945.3996676","71654 Brown Summit Suite 194
Bonillaberg, VT 79693-8592"
"74277.71990058","6.987280238384","3.2361940234262","3.42","50233.790310026","1365081.1775398","9835 Kimberly Street Suite 318
Murphyview, ND 81320-7591"
"81280.910556958","5.8759717568216","5.2279881676896","4.12","34933.196293503","1239459.8148165","9117 Abigail Island
West Thomas, ID 72774-3622"
"86305.365140536","8.0644525513365","7.2039157549274","4.17","37854.373451136","2056692.7682509","272 King Mountain Suite 538
New Jennifer, NC 65688"
"59302.229575692","6.7908218075648","6.4314303376541","3.4","25296.735833018","1045395.3290486","723 Kimberly Common Suite 520
East Nicholashaven, UT 70709"
"81385.223115789","6.1196875116457","6.0839288915111","2.31","47897.156628523","1679204.7409332","610 Thomas Way
Martinhaven, TN 31117"
"64115.063769452","5.8581570037613","7.3363404636033","5.39","34312.412509838","1158742.8299393","0121 Dana Isle
Lake Kathrynside, OR 02802-5932"
"90436.982165508","6.8218812513422","7.6301849810422","6.06","13340.4924262","1647278.6849837","PSC 8841, Box 4711
APO AA 80496-2707"
"75940.763889421","5.5617396444081","8.5833092465995","5.24","49974.879444447","1702090.6352886","7426 James Lights Suite 255
Lake Corey, MP 92475-3283"
"70102.7263448","6.6465596109459","7.1106962233201","3.21","28280.999196251","1379386.382933","36939 Christopher Common Apt. 022
Ruizburgh, ND 80482-2594"
"69950.962524979","5.4877125401203","9.4627199915554","4.04","23733.794237438","1358526.7412621","474 Anthony Freeway
Port Sharon, AZ 72803"
"65736.346423539","5.6393294577373","6.2998072622544","3.13","32964.018220169","991398.82186552","294 Hunter Pike
West Terri, PR 55185-6417"
"53825.013077209","6.4860622423195","6.4582961963448","4.42","27373.153283088","957117.64716735","5697 Lisa Springs Apt. 927
East Nancyport, HI 76955-3187"
"86625.481836083","6.8303190216793","5.6453631399091","3.38","42758.666449401","1638969.2690458","0928 Ritter Manor
Johntown, DC 55876-9213"
"69376.19256862","5.0383317368751","6.0507915192279","2.15","18226.179434778","714142.24065392","PSC 9187, Box 6463
APO AE 06624"
"68423.023187181","5.5942513331034","4.4589406250866","2.21","13345.564490954","760876.02215853","376 Jennifer Orchard
Sandraside, PR 21095-8831"
"68720.921712327","5.4040979471416","6.6990218466524","2.05","45887.345619669","1343537.1784667","3605 Kathleen Crescent
South Gary, AL 74671-9718"
"70005.853621098","4.5164482153837","6.4706496950259","2.27","40325.174177809","1056993.6485972","09057 Garrett Prairie Suite 802
Lake Leahland, ND 40383-6632"
"66614.629130927","5.7026186652632","6.6675052499139","4.5","16654.261309178","1088222.4209022","USS Hayes
FPO AE 34089-4213"
"58978.222190708","6.6583456102268","7.8899475579172","3.01","44071.604627945","1308983.6321641","606 Williams Hollow Suite 289
South Travisport, NV 63358"
"64538.571123035","6.1898553266208","9.1663504031121","3.46","36678.063618048","1548322.5007092","77662 Francis Vista Suite 479
East Johnshire, GU 21880"
"76008.080242364","5.457043917375","7.756919907875","4.41","39842.862972053","1411749.1072165","597 Amanda Skyway Suite 015
Johnberg, KS 46247"
"87119.12146595","6.8314733019228","6.6548849521668","4.17","34671.598411932","1601904.3565403","377 Kyle Vista
North Laurieberg, WV 02838-1280"
"62850.315980868","6.2495035484451","7.4742650678294","4.31","37764.362237873","1277297.4831153","26853 Brown Ferry
Normastad, OH 05696"
"66295.081155428","6.1943916302477","6.914308886759","3.31","28112.169043145","1061552.0218905","7311 Andrew Coves Suite 377
New Rhondastad, NH 31943-6491"
"63185.836850257","7.0951532739494","6.8242860999246","3.01","40080.690600627","1115013.1474518","025 Taylor Point
New Kayla, CO 57215-1414"
"74256.175240948","4.2598764647588","7.4835650287317","3.02","34684.097129606","1020842.5313524","55447 Ryan Path Apt. 201
Robinhaven, PW 29113-4769"
"71668.300026398","7.5135420371146","6.7031250193487","4.3","31352.409225319","1440961.8569449","50776 Harris Stream
Elizabethton, SD 61391"
"54476.237690276","5.6591231678175","6.4101739102643","2.45","33533.919660733","817377.31102224","226 Jennifer Isle
Millerville, AS 59657"
"85281.687177665","6.8600599824177","6.8073318476635","2.47","22887.721893838","1381536.9339457","5037 Peterson Unions
South Robertstad, CO 27533"
"72137.837440392","4.8536658907025","8.6755745178052","3.46","38259.223799596","1273067.0360276","3894 Dunn Crossroad Apt. 849
New Benjamintown, IA 04280"
"66112.536454152","8.2366230136569","7.0098032314484","6.31","20795.150058393","1376714.6741989","640 Carlson Tunnel
Port Jimmyhaven, NC 48866"
"67047.181003991","6.4402524699233","6.6992068125463","2.08","37937.194304004","1293746.8758662","08575 Kristen Circles
East Lisastad, PA 42221-4091"
"89358.866017485","6.1478455791658","7.3789500071741","3.46","34063.60356077","1750908.2242374","505 Adams Walk Suite 510
Aarontown, LA 91877"
"50189.140796115","6.9253756030743","5.1947818998878","3.3","35043.818953188","555811.40674295","8155 Danielle Circles
New Sherimouth, OR 62430"
"73119.720411082","7.0580457734347","7.1465149154032","5.44","35426.690127936","1578829.0122141","523 Paula Drive
West Iantown, NV 50432"
"67972.630084531","5.4966682780711","6.3372855880917","3.22","27865.330786378","911202.16834611","8689 Nathan Cape Suite 323
Davidshire, AR 24822"
"71739.612181723","6.5714958525778","7.7193012338901","5.18","37030.727310462","1628751.9345879","97852 Julie Ridge
Colemanborough, NC 47602-0807"
"67292.603865563","5.6117720567885","6.8672422990374","2.11","41837.858722309","1245400.9553108","40588 Kristi Divide Suite 657
Valerietown, VA 96820-3267"
"70243.435120889","6.2102707397044","6.363084013969","2.13","24647.905909393","993725.21718816","9702 Stephanie Street Suite 051
New Courtneyhaven, AZ 93784-4192"
"78274.526425104","4.9109536014134","8.6217720961354","4.08","56299.772599344","1816099.1378395","889 Michael Springs Apt. 647
South Thomasburgh, MH 33971"
"84332.503319608","6.1824939649312","8.7560446564619","4.07","33107.342832337","1570583.3403398","080 Coleman Park
Craigburgh, AS 18489"
"79550.641384136","6.6376338980627","7.5312276708034","4.05","43636.504490885","1626321.3209584","4126 Walker Meadows
Lake Derrickton, MD 06453-1751"
"79698.220917402","4.1023355517619","6.9125062415649","2.29","42046.34040027","1262494.2868288","5142 Bond Rapids
Spencerhaven, NE 03017"
"71188.833510443","5.695897214693","5.8565814409016","3.08","40656.129691182","1185226.6173302","42039 Ashley Extension
Elizabethhaven, WY 73367"
"74605.035362575","6.8720891940613","6.1058581321536","3.1","31638.22991328","1360329.3586097","5577 Merritt Drive
North Brookeside, VA 14645-3679"
"71222.597830937","5.217987014035","7.7584153324254","3.37","54677.972816817","1350459.1155682","USNV Guerrero
FPO AE 55568"
"80972.996468231","5.4708507990851","6.9131343455181","2.22","48036.610120931","1556987.7244598","042 Miller Expressway Suite 049
South Breannaborough, VI 77689"
"51044.291697201","6.0674873481489","7.7836908708186","4.17","37730.007085041","886036.12951409","5327 Jack Fords
East Benjaminport, AS 22091-8691"
"65066.543556381","6.2003915413789","7.5794791616338","6.4","27940.28441692","1129613.0100203","76952 Powell Road
Scottland, WA 13076-2686"
"76259.825223723","4.9461075180203","7.1245193096567","3.32","19262.614249358","1070240.0196208","795 Kendra Summit
Jaredmouth, ND 92571"
"77456.405727594","6.3942465856562","7.2057332576863","3.48","37997.547915089","1587015.3568695","0287 Heather Centers
Thompsonborough, VA 47145"
"75376.951603008","4.2277648319469","8.182415081999","3.26","25548.514244782","1146321.5813993","8809 Michelle Groves Suite 767
North Kathleenchester, VI 79958-5109"
"79674.4342578","6.3346733445146","7.9913293232557","5.41","17862.72750427","1377447.3485207","60818 Buckley Curve
South Walter, MT 25854"
"64408.08586994","6.3111984443631","5.9030839065929","3.06","40817.889998612","1113570.8518885","09446 Julie Walk
Lake Justin, MI 49996"
"67932.010316299","6.7723363904111","6.2228625508478","2.16","51145.320618827","1593836.7851928","4472 Gerald Dam Apt. 382
Ortizchester, MD 60839"
"75146.803588522","4.4544257815361","8.5097752744076","6.1","55577.966447516","1560746.8656891","38973 Jeanette Lock
Shafferville, RI 86582-2504"
"55378.104351756","7.0445196722848","6.5653754682707","2.26","41416.97914935","977980.92111083","42298 Nguyen Creek
West Michelle, KS 42800"
"78113.499689444","4.8441460124998","6.7475098182961","2.41","43345.607577535","1292592.3920967","377 Sean Radial
Alyssaville, KS 67805-4183"
"81516.986573247","5.3977189820435","8.5040449019426","5.24","33263.144348424","1458912.5844986","61699 Taylor Lodge Suite 689
West Linda, CO 75760-0545"
"70306.679901126","6.792255502885","6.1327143715774","2.49","29572.389237737","1037780.4795439","604 May Island
West Brenda, NE 03966"
"91392.419335386","7.3206762462916","7.4984188628588","6.24","33379.676399017","1792254.8180047","52423 Christensen Lakes Apt. 063
Lanehaven, TX 43151-6951"
"51110.934106138","6.0685568459165","6.9066957154286","2.1","38408.272056124","882170.31844908","45611 Cuevas Prairie
Brendamouth, OH 02630"
"99629.013581348","5.431862976222","7.3513975210786","5.45","36950.739057207","1883481.075479","PSC 0420, Box 6835
APO AE 08359"
"72656.926180689","6.6526570923001","6.2311677739047","3.06","38568.079634051","1268600.3609332","46960 Aguilar Skyway Apt. 043
North Charleshaven, WA 21673-4970"
"71938.002367409","5.1391137660681","7.572943156729","3.17","20097.138501464","1157189.4377038","004 Mary Landing
Noahmouth, VA 94749-4193"
"69503.150445319","5.2583931150517","6.873655817518","4.12","45266.529440825","1180989.3240263","8720 Anderson Causeway Apt. 812
Moralesview, TN 52369-9594"
"75287.527280815","6.7963324289784","8.493990921468","3.29","39219.529878307","1813043.9261356","458 Jonathon Plains
Clarkside, PW 13227-6404"
